movieid,year,isEnglish,country,runningtime,genres,avg_rating,num_ratings,is_a_hit,number_actors,actor_quality,director_quality,director_revenue,director_number
2014806,4,T,USA,1,Comedy,3.080808080808081,99.0,0,few,low,low,low,single
2014847,4,T,USA,0,Crime,2.857142857142857,7.0,0,few,low,low,low,single
2014992,4,T,USA,1,Drama,2.571428571428572,42.0,0,few,low,low,high,single
2015145,4,T,other,0,Other,,,0,many,low,low,low,multiple
2015664,4,T,USA,0,Documentary,3.558139534883721,43.0,0,many,high,high,low,single
2016321,3,F,France,1,Drama,3.733333333333333,30.0,0,few,high,high,low,single
2016990,2,T,USA,0,Crime,3.588235294117647,17.0,0,few,high,high,low,single
2017211,4,T,USA,1,Adventure,2.485294117647059,68.0,0,many,low,low,high,single
2017357,4,T,USA,0,Comedy,2.75,4.0,0,many,low,low,high,single
2017615,4,T,USA,1,Horror,2.631578947368421,475.0,1,few,low,low,high,single
2017696,4,T,USA,1,Comedy,3.210526315789474,19.0,0,many,low,low,low,single
2018026,4,T,USA,1,Action,2.4960629921259843,127.0,0,many,low,low,high,single
2018109,4,T,USA,0,Comedy,2.8461538461538463,13.0,0,few,low,low,low,single
2018119,4,T,France,0,Drama,3.5,6.0,0,few,low,low,low,single
2018220,4,T,USA,0,Animation,3.7142857142857135,21.0,0,few,high,high,low,single
2018491,3,T,USA,0,Horror,2.7777777777777777,90.0,0,few,low,high,low,single
2018562,4,T,UK,1,Documentary,3.57,100.0,0,many,low,high,high,single
2018570,4,T,USA,0,Drama,,,0,few,low,low,low,single
2018634,4,T,USA,1,Horror,2.2033898305084745,295.0,1,few,low,low,high,single
2019104,4,T,other,1,Action,3.7560975609756095,41.0,0,few,high,high,low,single
2019186,4,T,USA,0,Comedy,,,0,many,low,low,low,single
2019328,2,F,other,0,Drama,,,0,few,high,high,low,single
2019451,3,F,other,0,Horror,1.0,2.0,0,few,low,low,low,single
2020617,3,F,other,0,Horror,3.2857142857142856,21.0,0,few,high,high,low,single
2020780,4,T,USA,0,Comedy,2.925925925925926,27.0,0,many,low,low,high,single
2020812,4,T,USA,1,Comedy,2.7045454545454546,44.0,0,many,low,high,high,single
2020856,3,T,UK,1,Comedy,3.5,2.0,0,few,low,low,high,single
2021095,4,T,USA,1,Comedy,3.175,40.0,0,many,low,low,low,single
2021329,4,T,USA,1,Comedy,3.95,40.0,0,few,low,high,low,single
2021560,4,T,USA,1,Comedy,3.2697547683923704,367.0,1,many,low,low,high,single
2023079,3,F,other,1,Drama,3.5,2.0,0,few,high,high,high,single
2023205,4,F,other,1,Comedy,3.351351351351352,37.0,0,many,high,high,high,single
2023228,4,T,USA,0,Comedy,2.7246376811594204,207.0,1,few,low,low,low,single
2023565,4,T,USA,0,Comedy,3.073529411764706,68.0,0,few,low,low,low,single
2023785,3,T,UK,1,Drama,3.888888888888889,54.0,0,many,high,high,low,single
2024562,2,F,other,1,Drama,,,0,few,high,high,low,single
2024833,3,F,other,1,Adventure,4.133819951338199,822.0,1,few,high,high,high,single
2025172,3,F,other,1,Drama,4.228070175438597,57.0,0,few,high,high,low,single
2025742,3,F,other,0,Drama,4.03,100.0,0,few,high,high,low,single
2026315,4,F,other,1,Comedy,3.7142857142857135,35.0,0,few,high,high,high,single
2026671,3,T,other,1,Drama,3.523809523809524,21.0,0,few,high,high,low,single
2027057,3,F,other,0,Horror,1.6666666666666667,3.0,0,few,low,high,low,single
2027469,4,F,other,1,Comedy,3.7777777777777777,9.0,0,many,low,low,low,single
2027949,4,T,USA,1,Drama,,,0,few,low,low,low,single
2028072,4,T,USA,1,Crime,4.0,2.0,0,few,low,low,high,single
2028079,4,T,other,1,Drama,3.08,25.0,0,many,low,low,low,single
2028238,3,T,USA,1,Horror,2.96,25.0,0,few,low,low,low,single
2029309,4,T,UK,1,Documentary,3.7586206896551726,261.0,1,many,high,high,high,single
2029381,2,T,USA,1,Crime,3.5,2.0,0,few,high,high,low,single
2029975,4,T,USA,0,Comedy,3.2803738317757007,428.0,1,many,low,high,high,single
2030303,4,T,USA,1,Drama,2.5396825396825395,63.0,0,many,low,high,high,single
2030427,4,T,USA,1,Action,2.4,5.0,0,many,low,low,low,single
2030641,4,T,USA,1,Documentary,3.1904761904761907,63.0,0,many,low,high,high,single
2030843,2,T,USA,0,Action,3.076923076923077,13.0,0,few,high,low,low,single
2031233,3,T,USA,1,Adventure,3.5,18.0,0,few,high,low,high,single
2031463,4,T,USA,0,Crime,3.239130434782609,46.0,0,many,low,low,high,single
2032104,4,T,USA,0,Comedy,2.225165562913907,151.0,1,many,low,low,high,single
2032173,4,T,UK,1,Comedy,3.923076923076923,13.0,0,few,high,high,high,single
2032270,4,T,other,1,Comedy,3.778501628664495,307.0,1,many,high,high,high,single
2032626,3,T,USA,1,Crime,4.129310344827586,348.0,1,few,high,high,high,single
2032743,4,T,USA,1,Action,3.825102880658436,972.0,1,many,high,high,high,single
2032839,4,T,USA,0,Horror,2.911917098445596,193.0,1,many,high,high,high,single
2032879,4,T,other,1,Documentary,3.9006410256410255,312.0,1,many,high,high,high,single
2033355,4,F,other,1,Drama,3.712121212121212,66.0,0,many,high,high,low,single
2033854,4,T,USA,1,Crime,3.090909090909091,11.0,0,many,low,low,high,single
2034091,4,T,USA,1,Drama,2.737327188940092,217.0,1,many,low,low,high,single
2034166,4,T,USA,1,Action,3.5104046242774567,1730.0,1,many,high,low,high,single
2034409,4,T,UK,1,Comedy,3.054054054054054,74.0,0,many,low,low,low,single
2034464,4,T,USA,1,Action,4.133292383292384,1628.0,1,many,high,high,high,single
2034473,3,T,USA,1,Action,3.676131322094055,1127.0,1,many,high,high,high,single
2034705,4,F,France,1,Drama,3.78125,160.0,1,many,high,high,low,single
2035079,3,T,other,1,Horror,3.0,30.0,0,few,high,high,low,single
2035238,4,T,USA,1,Documentary,3.111111111111111,9.0,0,many,low,low,low,single
2035535,3,T,USA,1,Drama,4.279850746268656,268.0,1,few,high,high,high,single
2036706,4,F,other,0,Other,,,0,few,low,low,low,single
2037379,4,F,other,1,Crime,3.877551020408163,49.0,0,few,high,high,low,single
2037451,4,T,USA,0,Action,2.166219839142092,373.0,1,many,low,low,high,single
2037640,4,T,USA,1,Drama,3.1358490566037736,265.0,1,many,low,low,high,single
2037667,4,T,UK,1,Drama,3.6666666666666665,3.0,0,few,high,high,low,multiple
2038091,3,T,USA,0,Drama,3.289156626506024,83.0,0,few,high,high,high,single
2038757,4,T,USA,1,Horror,3.524390243902439,738.0,1,many,high,high,high,single
2038910,4,T,other,1,Comedy,2.0,2.0,0,few,low,low,low,single
2039701,3,T,USA,0,Horror,3.912420382165605,628.0,1,few,high,high,low,single
2039774,4,T,USA,1,Drama,3.137404580152672,131.0,1,few,low,low,high,single
2040205,4,F,other,1,Comedy,3.523809523809524,21.0,0,few,high,high,low,single
2040689,3,T,USA,1,Comedy,3.70967741935484,93.0,0,few,high,high,high,single
2040763,4,T,USA,1,Action,2.5940959409594098,271.0,1,many,low,low,high,single
2040764,4,T,other,1,Action,1.864864864864865,148.0,1,few,low,low,high,single
2040765,4,T,other,1,Action,1.603448275862069,58.0,0,few,low,low,high,single
2041945,4,T,USA,0,Documentary,2.3783783783783785,37.0,0,many,low,low,high,single
2042409,2,T,USA,0,Other,3.0754716981132075,53.0,0,few,low,low,low,single
2042414,3,T,USA,0,Comedy,3.1739130434782608,46.0,0,many,low,low,low,multiple
2042417,2,T,USA,0,Horror,3.3617021276595747,94.0,0,few,high,high,low,single
2042450,3,T,USA,0,Drama,3.2142857142857144,28.0,0,few,low,low,low,single
2042462,4,T,USA,1,Comedy,3.421641791044776,268.0,1,many,low,low,high,single
2042524,2,T,USA,0,Documentary,3.0,2.0,0,many,high,low,low,single
2042532,2,T,USA,1,Comedy,4.280748663101604,374.0,1,few,high,high,low,single
2042748,4,T,USA,1,Comedy,2.821428571428572,28.0,0,few,low,low,high,single
2043167,4,T,USA,1,Drama,3.3,30.0,0,many,high,low,high,single
2043588,2,T,USA,1,Drama,4.299039780521262,729.0,1,many,high,high,low,single
2043628,4,T,USA,1,Comedy,2.6666666666666665,3.0,0,many,low,low,low,single
2044667,4,F,France,1,Drama,3.8,5.0,0,many,high,high,low,single
2044913,4,T,USA,1,Drama,3.755291005291005,756.0,1,many,high,high,high,single
2044952,4,F,France,0,Documentary,3.5,4.0,0,few,high,high,low,single
2045231,4,T,France,1,Comedy,3.210526315789474,19.0,0,few,low,low,low,single
2045245,4,T,USA,1,Comedy,2.631578947368421,171.0,1,many,low,high,high,single
2045328,4,T,USA,1,Comedy,2.234146341463415,205.0,1,many,low,low,high,single
2045876,4,T,USA,1,Crime,3.6892265193370166,724.0,1,many,high,high,high,single
2046051,4,T,USA,0,Adventure,3.578710644677661,667.0,1,few,low,low,low,single
2046161,4,T,USA,1,Action,2.4945054945054945,91.0,0,many,low,low,high,single
2046389,4,T,USA,1,Crime,3.64344262295082,244.0,1,many,low,high,high,single
2046586,2,T,USA,0,Crime,2.6666666666666665,12.0,0,few,low,low,low,single
2046667,4,T,USA,0,Comedy,,,0,few,high,high,low,multiple
2046902,4,T,France,1,Comedy,2.796610169491525,118.0,0,many,low,low,low,single
2047096,2,T,UK,1,Adventure,2.875,8.0,0,few,low,high,low,single
2047331,4,T,UK,0,Adventure,3.4647619047619047,525.0,1,few,high,high,high,single
2047593,4,T,USA,0,Comedy,2.449612403100775,129.0,1,many,low,high,high,single
2047641,4,T,France,1,Drama,3.634146341463415,82.0,0,many,high,high,high,single
2048384,4,T,USA,0,Horror,2.1785714285714284,112.0,0,few,low,low,high,single
2048413,4,T,USA,1,Crime,3.275,40.0,0,few,low,low,high,single
2048611,4,T,USA,1,Comedy,2.596638655462185,119.0,0,many,low,low,low,single
2048619,3,T,USA,1,Adventure,4.089569829110195,1697.0,1,few,high,high,high,single
2048622,3,T,USA,1,Horror,2.5891891891891894,370.0,1,many,low,low,high,single
2048624,3,T,USA,1,Action,1.8523809523809525,210.0,1,many,low,low,high,single
2049321,4,F,France,1,Drama,4.324074074074074,216.0,1,few,high,high,low,single
2049438,4,F,France,1,Drama,2.0,2.0,0,many,low,low,low,multiple
2049814,4,T,France,1,Documentary,3.0789473684210527,38.0,0,many,low,high,high,single
2049822,4,T,USA,0,Comedy,3.5698924731182795,93.0,0,many,low,low,low,single
2050120,4,T,USA,1,Crime,2.896551724137931,116.0,0,few,low,high,high,single
2050380,3,T,USA,1,Adventure,3.788288288288289,222.0,1,few,high,high,high,single
2050532,4,T,USA,1,Comedy,3.758136094674556,1352.0,1,many,high,high,high,single
2050561,4,T,USA,1,Comedy,2.0,4.0,0,many,low,low,low,single
2051069,4,T,USA,1,Drama,3.75,148.0,1,many,high,high,low,single
2052306,4,T,USA,1,Comedy,2.458333333333333,24.0,0,many,low,high,high,single
2052559,4,F,other,1,Drama,3.636363636363636,44.0,0,few,high,high,low,single
2052620,4,T,USA,0,Comedy,2.477477477477477,222.0,1,many,low,low,high,single
2053107,4,T,France,1,Adventure,3.0175953079178885,341.0,1,many,low,high,high,single
2053384,4,T,USA,1,Drama,3.161290322580645,62.0,0,many,high,high,low,single
2053502,4,T,USA,0,Crime,3.7058823529411766,17.0,0,many,low,low,low,single
2053508,4,T,USA,0,Comedy,2.2900763358778624,131.0,1,many,low,low,low,single
2054459,4,T,other,1,Action,2.576419213973799,458.0,1,many,low,low,high,single
2054549,4,F,other,0,Action,3.0,2.0,0,many,high,high,low,single
2054579,4,T,USA,1,Drama,3.1538461538461537,26.0,0,few,low,low,high,single
2054984,3,F,France,1,Drama,3.4166666666666665,24.0,0,few,high,high,low,single
2056719,4,T,UK,1,Drama,3.54,50.0,0,many,high,high,low,single
2056752,4,T,USA,1,Action,2.3085106382978724,564.0,1,many,low,low,high,single
2056849,4,T,USA,1,Action,2.796992481203008,133.0,1,few,low,low,high,single
2056919,4,T,USA,0,Comedy,3.107142857142857,28.0,0,many,high,high,low,single
2057285,3,F,other,1,Action,3.909774436090225,133.0,1,few,high,high,low,single
2057507,3,F,France,1,Drama,3.97972972972973,148.0,1,few,high,high,low,single
2057709,4,T,USA,1,Drama,3.333333333333333,12.0,0,many,low,low,low,single
2057859,4,T,USA,1,Adventure,3.20114122681883,701.0,1,few,low,low,high,single
2057973,4,T,USA,1,Comedy,2.770053475935829,374.0,1,many,low,low,high,single
2058247,4,T,USA,1,Comedy,2.335616438356164,146.0,1,many,low,low,high,single
2058289,4,T,USA,1,Drama,3.1953488372093024,215.0,1,many,low,low,high,single
2058442,4,T,USA,1,Comedy,2.6513761467889907,218.0,1,many,low,low,high,single
2058644,4,T,USA,0,Documentary,4.333333333333333,12.0,0,few,high,high,low,single
2058680,4,T,USA,1,Adventure,3.763384500187196,2671.0,1,few,high,high,high,single
2058733,4,T,USA,0,Comedy,2.308641975308642,81.0,0,many,low,low,high,single
2058950,4,T,USA,1,Crime,3.2280701754385963,114.0,0,many,low,low,high,single
2059661,4,T,UK,0,Comedy,3.6666666666666665,3.0,0,few,high,high,low,single
2061440,3,F,other,1,Drama,4.283687943262412,141.0,1,many,high,high,low,single
2062622,4,T,USA,1,Crime,3.380952380952381,294.0,1,few,high,high,low,single
2062958,4,T,UK,1,Crime,3.1481481481481484,81.0,0,many,low,low,low,single
2064107,4,T,France,1,Crime,3.095238095238096,42.0,0,many,low,high,high,single
2064709,4,F,other,1,Crime,3.772727272727273,44.0,0,many,high,high,low,single
2065922,4,F,other,1,Drama,3.928571428571429,28.0,0,many,high,high,low,single
2066931,4,F,other,1,Drama,3.7857142857142856,14.0,0,few,high,high,low,single
2067104,4,T,USA,0,Comedy,1.4666666666666666,120.0,0,many,low,low,high,single
2067595,4,T,UK,1,Comedy,2.8,10.0,0,few,high,low,low,single
2067764,4,T,USA,1,Comedy,3.748466257668712,489.0,1,many,low,low,high,single
2068023,4,F,other,1,Comedy,3.583333333333333,12.0,0,few,high,high,low,single
2068316,3,T,other,1,Action,3.9093333333333335,375.0,1,many,high,high,low,single
2069192,2,T,USA,1,Crime,4.082429501084599,461.0,1,few,high,high,low,single
2069265,4,T,USA,1,Crime,2.611111111111111,18.0,0,few,low,low,low,single
2069717,4,F,other,0,Drama,4.0,1.0,0,few,high,high,low,single
2070201,4,T,USA,0,Comedy,2.4,5.0,0,few,low,low,low,single
2070230,4,T,USA,1,Comedy,3.6344086021505375,93.0,0,many,high,high,low,single
2070468,3,T,USA,1,Action,3.571428571428572,14.0,0,few,high,low,high,single
2070548,4,T,USA,0,Crime,3.477272727272727,220.0,1,many,high,high,high,single
2070614,4,T,other,0,Comedy,3.4166666666666665,264.0,1,many,low,low,high,single
2070622,4,T,USA,0,Documentary,,,0,few,high,high,low,multiple
2070627,4,T,USA,0,Adventure,2.0,9.0,0,few,low,low,low,single
2070880,4,F,other,1,Comedy,3.571428571428572,14.0,0,few,low,high,low,single
2071313,4,T,other,0,Drama,3.615384615384616,13.0,0,few,low,low,low,single
2071566,2,T,USA,0,Crime,3.46875,32.0,0,few,high,high,high,single
2071578,4,T,USA,0,Documentary,3.125,8.0,0,many,low,low,low,single
2071800,4,T,France,1,Crime,3.528409090909091,176.0,1,few,low,low,low,single
2071915,2,T,USA,1,Adventure,3.7777777777777777,9.0,0,few,high,low,low,single
2072443,3,T,USA,1,Crime,3.0980392156862746,51.0,0,few,high,high,low,single
2072508,2,T,USA,1,Adventure,3.656084656084656,756.0,1,few,high,high,low,multiple
2072510,3,T,USA,1,Adventure,2.7572815533980584,309.0,1,few,low,low,high,single
2072519,4,T,USA,1,Action,1.6896551724137931,58.0,0,many,low,low,high,single
2072728,4,F,other,1,Crime,3.388888888888889,180.0,1,many,high,low,low,single
2072804,4,T,USA,1,Drama,3.743243243243243,74.0,0,many,high,high,high,single
2073054,4,T,USA,1,Comedy,3.47843137254902,765.0,1,many,high,high,high,multiple
2073156,3,F,USA,1,Action,2.772058823529412,136.0,1,many,high,low,low,single
2073938,4,T,USA,0,Comedy,3.327272727272727,55.0,0,few,low,low,low,single
2074015,4,T,USA,1,Action,2.843137254901961,102.0,0,many,low,low,high,single
2074067,4,T,USA,1,Crime,3.3367088607594937,395.0,1,many,low,high,high,single
2074106,4,T,other,0,Drama,3.076923076923077,13.0,0,many,low,low,low,single
2074187,4,T,USA,0,Comedy,3.020833333333333,48.0,0,few,low,low,low,single
2074632,4,F,other,1,Drama,3.5,2.0,0,few,high,high,low,single
2075122,3,T,USA,1,Other,3.80794701986755,302.0,1,few,high,high,high,single
2075324,3,T,USA,1,Action,2.794117647058824,34.0,0,many,low,high,high,single
2075452,4,T,other,0,Action,2.4444444444444446,27.0,0,many,low,low,high,single
2075554,2,T,USA,0,Drama,,,0,few,high,low,low,single
2076744,4,F,other,1,Comedy,4.052910052910053,189.0,1,many,high,high,low,single
2077306,4,F,other,0,Adventure,3.3674698795180724,166.0,1,few,high,high,high,single
2078652,3,F,USA,0,Documentary,3.9725274725274726,182.0,1,few,high,high,low,single
2078857,3,T,USA,1,Drama,3.7964601769911503,452.0,1,many,high,high,high,single
2079361,4,T,USA,0,Comedy,2.3981481481481484,108.0,0,many,low,low,high,single
2079616,3,T,USA,0,Action,3.0454545454545454,44.0,0,few,low,low,low,single
2080444,4,T,USA,0,Action,2.339449541284404,109.0,0,few,low,low,low,single
2080719,4,T,USA,1,Documentary,3.727272727272727,176.0,1,many,high,high,high,single
2081397,4,T,UK,0,Documentary,3.055555555555556,72.0,0,few,low,low,low,single
2082589,4,F,other,1,Drama,3.217391304347826,23.0,0,many,low,low,low,single
2082758,4,F,other,0,Action,4.089171974522293,314.0,1,many,high,high,low,single
2084764,3,F,France,0,Comedy,,,0,few,low,low,low,single
2085383,4,F,France,1,Crime,3.2,5.0,0,few,high,high,low,single
2085434,4,F,France,1,Drama,,,0,many,low,low,low,single
2086876,4,F,France,1,Crime,,,0,many,high,high,low,single
2087502,4,F,other,1,Drama,3.2142857142857144,14.0,0,many,high,high,low,single
2087693,4,F,France,1,Drama,2.7777777777777777,18.0,0,few,high,high,low,single
2088076,4,T,USA,1,Crime,4.219405594405594,2288.0,1,many,high,high,high,single
2088141,4,T,USA,0,Comedy,3.7066666666666666,825.0,1,many,high,low,high,single
2088412,4,T,USA,1,Documentary,3.330827067669173,266.0,1,many,high,high,high,single
2091188,3,F,other,1,Drama,4.0227272727272725,44.0,0,few,high,high,low,single
2091255,4,F,France,1,Adventure,4.062034739454094,403.0,1,many,high,high,high,multiple
2091405,3,F,France,0,Comedy,3.25,4.0,0,few,high,high,low,single
2092032,4,F,France,1,Crime,3.458333333333333,24.0,0,few,high,high,low,single
2092629,4,F,France,1,Drama,3.937984496124031,129.0,1,few,high,high,low,single
2093179,4,F,France,1,Drama,3.25,20.0,0,few,high,high,low,single
2093616,4,F,France,1,Drama,3.411764705882353,17.0,0,few,high,high,low,single
2093617,4,F,France,0,Comedy,3.757142857142857,70.0,0,few,high,high,low,single
2093759,4,F,other,1,Drama,3.647058823529412,17.0,0,few,high,high,low,single
2094426,3,F,France,1,Comedy,3.78,50.0,0,few,high,high,low,single
2094455,2,F,France,1,Drama,4.33939393939394,165.0,1,few,high,high,low,single
2094683,3,F,other,1,Adventure,3.2298850574712645,174.0,1,many,high,high,high,single
2094747,4,F,France,1,Drama,3.75,44.0,0,many,high,high,low,single
2094854,4,F,other,1,Drama,3.763157894736842,38.0,0,many,high,high,low,single
2095261,3,F,other,1,Drama,,,0,few,high,high,low,single
2095288,4,T,other,1,Drama,2.95,20.0,0,many,high,high,low,single
2095320,4,F,other,1,Drama,3.855072463768116,69.0,0,few,high,high,low,single
2096283,3,F,other,0,Horror,2.25,4.0,0,few,high,high,low,single
2096794,3,F,France,1,Adventure,3.25,4.0,0,few,high,high,low,single
2096850,3,F,France,0,Horror,2.5,2.0,0,few,low,low,low,single
2097603,3,F,other,1,Horror,1.0,2.0,0,few,low,low,low,single
2097722,2,F,France,1,Comedy,1.0,1.0,0,few,high,high,low,single
2098630,3,F,France,0,Animation,3.6020408163265305,98.0,0,few,high,high,low,single
2099040,4,F,other,0,Drama,3.875,24.0,0,few,high,high,low,multiple
2099471,4,F,France,1,Documentary,3.813953488372093,86.0,0,many,high,high,low,single
2100174,4,F,other,1,Crime,2.0,1.0,0,few,high,high,low,single
2100901,2,F,France,1,Drama,,,0,few,high,high,low,single
2100911,4,F,France,0,Drama,2.6666666666666665,3.0,0,few,high,high,low,single
2102238,4,F,other,0,Comedy,3.7777777777777777,18.0,0,few,low,low,low,multiple
2102302,4,F,France,1,Drama,4.0,141.0,1,few,high,high,low,single
2102312,4,F,other,0,Documentary,,,0,many,low,low,low,single
2102344,4,F,France,0,Comedy,,,0,few,low,low,low,single
2102540,4,F,other,1,Comedy,4.329861111111111,1152.0,1,many,high,high,high,single
2103144,4,T,UK,1,Adventure,3.637184115523466,554.0,1,many,high,high,high,single
2103526,2,F,other,0,Crime,4.357142857142857,252.0,1,few,high,high,low,single
2103866,2,T,USA,0,Adventure,3.804398148148149,864.0,1,few,high,high,high,multiple
2103908,2,T,USA,0,Comedy,3.3846153846153846,13.0,0,few,low,high,low,single
2103955,4,T,UK,1,Drama,3.857142857142857,28.0,0,many,high,high,low,single
2103975,4,T,USA,1,Adventure,3.6734317343173433,542.0,1,few,high,high,high,single
2104410,4,T,USA,0,Action,2.501187648456057,421.0,1,few,low,low,high,single
2104759,4,F,other,1,Drama,4.75,8.0,0,few,high,high,low,single
2105754,4,T,USA,0,Comedy,2.5106382978723403,47.0,0,many,low,low,high,single
2106723,3,F,other,0,Horror,3.333333333333333,3.0,0,few,low,low,low,single
2106899,4,T,USA,0,Adventure,2.655172413793104,29.0,0,few,low,low,high,single
2106940,4,T,USA,1,Action,2.508,500.0,1,many,low,high,high,single
2107118,4,T,USA,1,Drama,3.0,9.0,0,many,low,low,high,single
2107343,4,T,USA,1,Action,2.90625,256.0,1,many,low,low,high,single
